180.0,6.700000000000001e-20
196.0,8.800000000000002e-20
214.0,1.17e-19
236.0,1.5500000000000002e-19
264.0,2.06e-19
298.0,2.8300000000000005e-19
343.0,4.14e-19
404.0,7.03e-19
491.0,1.2400000000000001e-18
626.0,2.3300000000000003e-18
1210.0,5.43e-18
1390.0,5.910000000000001e-18
1640.0,7.29e-18
1750.0,7.917999999999999e-18
2000.0,9.453e-18
2250.0,1.1080000000000001e-17
2500.0,1.275e-17
2750.0,1.4460000000000002e-17
3000.0,1.619e-17
3250.0,1.7920000000000003e-17
3500.0,1.965e-17
3750.0,2.1350000000000004e-17
4000.0,2.3020000000000002e-17
4250.0,2.465e-17
4500.0,2.624e-17
4750.0,2.777e-17
5000.0,2.923e-17
5250.0,3.0620000000000005e-17
5500.0,3.194e-17
5750.0,3.3170000000000005e-17
6000.0,3.432e-17
6250.0,3.537e-17
6500.0,3.6320000000000004e-17
6750.0,3.717e-17
7000.0,3.7909999999999996e-17
7250.0,3.854e-17
7500.0,3.9070000000000005e-17
7750.0,3.948e-17
8000.0,3.9770000000000003e-17
8250.0,3.995000000000001e-17
8500.0,4.001e-17
8750.0,3.995000000000001e-17
9000.0,3.9770000000000003e-17
9250.0,3.948e-17
9500.0,3.9060000000000006e-17
9750.0,3.8530000000000007e-17
10000.0,3.7890000000000004e-17
10250.0,3.7130000000000005e-17
10500.0,3.6250000000000004e-17
10750.0,3.5280000000000003e-17
11000.0,3.419e-17
11250.0,3.301e-17
11500.0,3.172e-17
11750.0,3.0340000000000003e-17
12000.0,2.887e-17
12250.0,2.7330000000000002e-17
12500.0,2.5710000000000003e-17
12750.0,2.402e-17
13000.0,2.2260000000000003e-17
13250.0,2.0460000000000004e-17
13500.0,1.862e-17
13750.0,1.674e-17
14000.0,1.485e-17
14250.0,1.295e-17
14500.0,1.107e-17
14750.0,9.211000000000001e-18
15000.0,7.407e-18
15250.0,5.677000000000001e-18
15500.0,4.052e-18
15750.0,2.5750000000000006e-18
16000.0,1.3019999999999999e-18
16100.0,8.697e-19
16200.0,4.974e-19
16300.0,1.989e-19
